"cc_saldo_atual","cc_saldo_medio","credit_card_limite","qtd_fin_imobiliario","qtd_mensal_cheques","qtd_pag_automovel","qtd_trans_atm","qtd_trans_kiosk","qtd_trans_teller","qtd_trans_web","retirada_mensal","valor_fin_imobiliario","valor_fundos_bancarios","classe_ltv","ltv","estado","estado_civil","idade","n_dependentes","profissao","proprietario_casa","proprietario_veiculo","regiao","salario","sexo","tem_filho","tem_seguro_imobiliario","tempo_cliente_anos","nome_sobrenome"
25,0,1700,1,1,623,1,3,1,729,53.08,729,0,"medium",20311.25,"ca","married",48,3,"nurse",1,1,"west",60045,"m",1,0,3,"guy_fernando"
2750,0,900,0,1,3267,3,3,0,0,53.2,0,0,"high",23567.75,"ny","single",73,0,"nurse",0,1,"northeast",61071,"m",0,0,2,"corcoran_mitchell"
254,0,900,1,3,1438,5,2,3,2705,54.49,2705,2550,"very high",31004.75,"ca","divorced",40,0,"prof-2",1,1,"west",64019,"m",0,1,2,"willey_dusty"
25,0,800,1,3,2644,6,0,2,2000,55.51,3230,5500,"high",25166,"ny","divorced",49,1,"prof-21",1,1,"northeast",61064,"f",1,1,4,"ridley_tawnya"
5186,0,1600,1,9,5859,3,3,2,858,53.22,2200,3858,"high",23125.5,"dc","divorced",49,2,"cashier",1,1,"northeast",64902,"f",1,0,2,"colvin_brittanie"
1598,0,900,0,13,2113,2,0,1,0,53.13,0,0,"medium",16416.75,"ca","single",36,0,"waiter/waitress",0,1,"west",67267,"m",1,0,2,"lay_earl"
25,0,900,1,3,1311,5,0,1,3063,54.51,3063,2900,"high",22167.75,"ca","divorced",36,1,"prof-9",1,1,"west",60271,"m",1,1,1,"herman_rudy"
773,0,1500,1,2,2401,6,3,2,950,55.86,2332,3450,"medium",21149.75,"ca","divorced",35,1,"publisher",1,1,"west",56599,"m",1,1,1,"reagan_tory"
608,0,900,1,10,1115,2,3,3,1066,53.11,1066,900,"medium",20636,"ca","married",37,3,"waiter/waitress",1,1,"west",65744,"m",1,0,3,"hackett_dana"
25,0,2000,1,2,504,4,0,1,3000,53.62,3000,0,"high",25022.5,"il","divorced",54,5,"prof-58",1,1,"midwest",68490,"f",0,0,5,"vance_sierra"
2643,8237,500,1,15,14589,4,3,1,750,53.52,2500,4050,"very high",30544.5,"mn","divorced",46,1,"prof-14",1,1,"west",63778,"m",0,0,4,"tanner_domingo"
1466,0,600,1,0,1971,2,0,1,909,53.12,909,0,"high",28385.75,"ca","married",69,0,"administrative assistant",1,1,"west",61943,"m",1,0,2,"crowder_chong"
25,0,900,1,3,3382,3,0,1,3000,53.27,3000,2800,"high",25404.75,"mi","divorced",28,3,"prof-18",1,1,"midwest",68419,"m",0,0,3,"valencia_antione"
9161,2790,900,1,1,12470,6,3,1,1,55.78,3447,3301,"high",23370.5,"ca","divorced",40,5,"not specified",1,1,"west",67482,"f",0,0,5,"felix_dinorah"
8872,0,1800,1,2,9592,3,3,1,350,53.35,1300,2350,"high",28678.5,"ny","married",47,1,"veterinarian",1,1,"northeast",61914,"f",0,0,1,"orourke_clarisa"
25,0,900,1,0,507,0,3,1,1200,53.06,1200,0,"medium",21008.75,"nv","married",29,3,"not specified",1,1,"southwest",70435,"m",1,0,3,"stone_cecil"
25,0,1500,1,1,506,5,3,1,2000,55.45,2000,0,"high",23183.5,"ny","divorced",47,1,"dba",1,1,"northeast",59934,"f",1,0,1,"garvin_margret"
21998,0,1500,1,15,22716,5,3,1,650,54.19,1729,4100,"high",26168.75,"ca","married",38,1,"homemaker",1,1,"west",55475,"f",0,0,1,"branham_cordelia"
25,0,900,1,9,1775,3,0,3,400,53.23,1000,1250,"high",23815.25,"mi","married",33,3,"homemaker",1,1,"midwest",60061,"m",0,0,3,"pepper_marion"
25,0,700,0,0,502,0,3,1,0,53.06,0,0,"medium",20447.75,"ny","single",47,0,"truck driver",0,1,"northeast",58991,"m",0,0,2,"dowling_jarred"
25,0,1000,1,1,958,3,0,1,836,53.18,1100,3686,"high",28316.25,"ca","married",55,0,"administrative assistant",1,1,"west",67265,"m",1,0,2,"mcleod_elwood"
25,0,500,1,3,1250,5,3,3,350,54.56,1800,2050,"high",24330.25,"mi","married",31,3,"programmer/developer",1,1,"midwest",62921,"m",0,1,3,"woody_arthur"
25,0,500,1,0,512,0,3,3,1000,53.06,1000,0,"very high",30806.75,"ca","married",42,0,"administrator",1,1,"west",62427,"m",0,0,2,"tyson_devin"
25,0,500,0,11,525,2,3,1,0,53.01,0,0,"medium",20500.25,"ca","single",38,0,"cashier",0,1,"west",62801,"m",0,0,2,"reeder_sylvester"
32,0,1500,1,11,571,5,4,1,2100,54.83,2100,0,"high",26588.25,"oh","divorced",49,1,"waiter/waitress",1,1,"midwest",72753,"m",1,0,1,"atwood_jacques"
239,0,500,0,6,744,1,3,0,0,53.07,0,0,"high",22218.25,"ny","single",51,0,"nurse",0,1,"northeast",64473,"m",0,0,2,"acosta_huey"
25,0,900,1,2,1308,3,0,1,2000,53.3,2000,1600,"medium",21623,"ny","divorced",49,2,"prof-55",1,1,"northeast",58892,"f",1,1,2,"dodson_silva"
230,0,800,1,5,793,5,0,3,300,53.96,1000,1600,"very high",31255.25,"ca","married",70,1,"prof-46",1,1,"west",63021,"f",0,0,1,"farr_dale"
482,0,900,1,13,1125,4,0,4,200,53.53,1600,1000,"medium",19811.75,"ca","married",33,3,"prof-20",1,1,"west",64047,"m",1,0,3,"gilchrist_jackie"
1436,0,800,1,2,2870,5,6,2,1500,54.02,2600,3500,"high",24092.5,"ny","divorced",46,1,"professor",1,1,"northeast",63970,"f",1,0,1,"byrne_joanna"
2908,0,1000,1,2,5674,4,0,1,1000,53.95,5600,4000,"high",23610,"ny","married",42,1,"lab technician",1,1,"northeast",63640,"f",1,0,1,"wagner_rolanda"
25,0,900,1,0,500,4,0,1,1716,53.71,1716,0,"high",25644,"ca","married",32,2,"professor",1,1,"west",61776,"m",0,0,2,"babcock_cory"
25,0,3500,1,6,629,4,0,1,4200,53.49,4200,0,"high",23927.5,"ny","divorced",52,5,"school teacher",1,1,"northeast",84910,"m",1,0,5,"corbin_micah"
25,0,700,1,4,669,1,0,1,720,53.09,885,2820,"high",24560,"ca","married",32,0,"accountant",1,1,"west",61440,"m",1,1,2,"hagen_nathan"
2202,0,1500,1,9,2765,2,0,2,1500,53.17,1500,250,"medium",21215.75,"fl","married",26,3,"prof-5",1,1,"south",72463,"m",1,0,3,"downey_rodolfo"
25,0,900,0,2,4983,4,0,4,2166,53.58,0,5166,"medium",20455.5,"ny","single",39,0,"prof-45",0,1,"northeast",62222,"m",0,1,2,"dunham_donovan"
5000,0,1300,1,4,6902,4,0,1,614,53.6,3000,2728,"medium",18388,"mi","divorced",28,3,"prof-65",1,1,"midwest",60352,"m",1,0,3,"lehman_arlie"
25,27450,900,1,3,28900,5,6,4,3600,54.4,3600,6500,"high",24323.25,"ny","divorced",64,1,"it staff",1,1,"northeast",57693,"f",1,0,1,"cottrell_mariam"
25,0,900,1,2,1418,5,6,3,400,55.15,2000,2000,"high",24923,"ny","divorced",39,1,"prof-26",1,1,"northeast",70092,"f",1,1,1,"matos_leila"
25,0,1000,1,0,504,0,0,1,2000,53.06,2000,0,"high",28880,"wa","divorced",51,3,"cashier",1,1,"west",71120,"m",0,0,4,"baird_jarrett"
25,0,900,1,4,1790,4,7,5,900,53.59,4500,13900,"high",27359,"mi","divorced",64,1,"law enforcement officer",1,1,"midwest",69836,"f",1,0,1,"carrasco_porsha"
25,0,900,0,2,507,1,0,0,0,53.07,0,0,"medium",20425,"ny","single",43,0,"technical writer",0,1,"northeast",60500,"m",0,0,2,"healy_rubin"
1314,0,1100,1,3,2299,3,0,1,1300,53.27,1300,2400,"medium",21353,"mi","married",26,1,"truck driver",1,1,"midwest",61012,"f",1,0,1,"coffey_kitty"
222,5044,1800,2,2,6200,4,0,4,1400,53.49,3000,8700,"very high",33652.5,"ny","divorced",45,2,"veterinarian",2,1,"northeast",64610,"f",1,0,4,"watson_elois"
25,0,600,0,1,503,1,3,0,0,53.08,0,0,"medium",20895,"ny","single",44,0,"prof-23",0,1,"northeast",61980,"m",0,0,2,"blanco_marco"
4126,0,1500,2,4,4664,4,0,4,900,53.47,3000,5300,"high",24835.5,"mi","divorced",28,5,"prof-6",2,1,"midwest",58142,"f",1,0,5,"franklin_arlette"
25,0,600,1,1,1036,2,3,1,800,46.95,800,0,"high",22826,"ca","married",35,1,"veterinarian",1,1,"west",63304,"m",1,0,1,"branch_sam"
25,0,900,0,0,509,0,3,0,0,53.06,0,0,"low",0,"ca","single",0,0,"it staff",0,1,"west",64483,"m",0,0,2,"mckinnon_miles"
2442,5495,500,1,6,10846,5,3,3,2100,55.06,3000,10150,"very high",30976.5,"or","divorced",36,0,"not specified",1,1,"west",65506,"m",0,0,2,"kohler_johnnie"
25,0,900,1,6,348,3,6,2,200,53.34,200,650,"high",24067,"ca","single",35,3,"programmer/developer",1,1,"west",60268,"m",0,1,3,"parrish_darron"
385,111,900,1,4,1129,2,0,3,800,52.93,800,1300,"medium",20536.75,"mi","married",28,3,"veterinarian",1,1,"midwest",68947,"m",1,0,3,"borden_wiley"
25,28273,5000,1,2,31483,5,2,5,4200,54.89,6767,16900,"high",28741.75,"ny","widowed",50,1,"clerical",1,1,"northeast",80967,"f",1,1,1,"hamby_nubia"
25,0,500,2,18,1756,6,8,1,4200,56.22,4200,0,"very high",31888.5,"mi","divorced",28,1,"veterinarian",2,1,"midwest",62354,"f",1,0,1,"oneil_carolee"
25,0,800,1,4,1071,4,0,1,468,53.82,1200,1668,"high",24398.25,"mi","married",43,3,"plumber",1,1,"midwest",58393,"m",0,1,3,"diehl_tyree"
25,0,900,1,0,504,2,0,1,3000,53.17,3000,0,"very high",31835.5,"ca","divorced",34,0,"nurse",1,1,"west",69742,"m",0,0,2,"sherwood_melvin"
25,0,2000,1,2,2015,5,2,1,800,54.04,3650,4150,"very high",31660,"ca","divorced",36,1,"it staff",1,1,"west",78240,"m",0,1,1,"bryant_shelby"
6612,37066,4000,2,3,45750,4,0,5,5000,53.68,10000,21100,"very high",37612,"ny","widowed",74,1,"clerical",2,1,"northeast",66848,"f",1,0,1,"hackett_theodora"
8328,1445,500,1,3,11106,3,0,4,6144,53.28,6144,8100,"medium",21598.5,"mi","married",28,1,"cashier",1,1,"midwest",61194,"f",1,0,1,"barber_crystal"
25,0,3500,1,7,871,5,0,4,2650,54.17,5000,11350,"high",22779,"ny","married",44,0,"prof-24",1,1,"northeast",49516,"m",1,1,2,"medrano_lucas"
185,0,1500,1,4,1290,4,0,1,599,53.39,1536,2749,"medium",21794.75,"mi","married",28,1,"dba",1,1,"midwest",61979,"m",1,1,1,"judd_maximo"
25,0,1500,0,0,503,0,0,0,0,53.06,0,0,"low",0,"mi","single",0,0,"administrative assistant",0,1,"midwest",70097,"m",0,0,2,"shultz_bret"
25,0,900,1,0,522,0,0,0,1600,53.06,1600,0,"high",24874.25,"ca","married",33,2,"prof-33",1,1,"west",58297,"m",0,0,2,"slade_vito"
25,0,600,0,1,513,0,0,0,0,53.06,0,0,"medium",16864.75,"dc","single",45,0,"cashier",0,1,"northeast",65459,"m",1,0,2,"hooks_jamison"
25,0,5000,1,1,547,1,0,1,45000,53.08,45000,0,"very high",33822,"ca","other",34,1,"law enforcement officer",1,1,"west",101688,"f",1,0,4,"weathers_dayle"
25,0,800,1,1,550,3,0,1,1,53.3,2500,3601,"medium",20903,"ny","divorced",42,3,"cashier",1,1,"northeast",64812,"m",1,1,3,"alvarado_everett"
592,170498,4000,1,6,499362,7,0,9,30000,63.04,30000,36000,"very high",36612.25,"ny","other",70,1,"clerical",1,1,"northeast",98449,"f",1,0,4,"cho_nyla"
25,0,1500,1,4,849,3,0,5,500,53.33,2000,2900,"high",27088.75,"ny","divorced",45,1,"it staff",1,1,"northeast",76355,"m",1,0,1,"gunter_orlando"
10308,8286,1500,1,10,20375,4,0,4,850,53.71,3000,5200,"medium",20300,"ca","divorced",29,1,"childcare worker",1,1,"west",55600,"m",1,0,1,"dejesus_hunter"
134,0,800,1,6,699,4,0,1,3500,53.51,3500,0,"high",26201.25,"mi","divorced",65,1,"publisher",1,1,"midwest",64805,"f",1,0,1,"mchugh_lindy"
2459,0,700,1,2,3018,3,0,3,1,53.2,1050,1201,"medium",18296.5,"nc","married",76,6,"author",1,1,"south",62786,"f",1,0,4,"chin_samira"
65,0,1000,0,4,10075,7,0,2,4300,60.07,0,19200,"medium",17308,"ca","divorced",70,1,"software engineer",0,1,"west",67232,"f",1,1,1,"littlejohn_tenesha"
491,0,800,1,4,7833,5,0,3,2004,54.97,4500,9204,"high",25513.25,"nv","divorced",55,1,"not specified",1,1,"southwest",66053,"f",1,1,1,"britton_candyce"
373,0,4000,1,11,1470,4,0,3,5000,53.54,5000,1501,"very high",36735.5,"mi","widowed",61,2,"clerical",1,1,"midwest",94542,"f",0,0,2,"dutton_sang"
25,0,1300,0,4,165815,6,0,5,5000,58.66,0,33500,"medium",14182.5,"ny","married",29,1,"prof-17",0,1,"northeast",65130,"f",1,1,4,"lord_cassandra"
23476,0,2500,0,9,24628,5,0,9,1086,54.47,0,5036,"medium",20501.75,"ca","single",66,2,"mason",0,1,"west",67607,"m",0,0,2,"shipman_wilburn"
4556,0,1000,1,2,5807,4,3,4,2000,53.54,2000,700,"medium",16715.5,"ca","divorced",61,6,"prof-15",1,1,"west",62462,"m",1,0,4,"dickson_warner"
1148,0,5000,1,4,36920,5,8,3,8000,54.54,8000,15100,"medium",20475,"ny","widowed",50,1,"bank teller",1,1,"northeast",47900,"f",1,1,1,"foss_debbra"
1097,0,900,2,17,2293,5,3,3,501,54.07,4500,4726,"very high",35426.25,"mi","divorced",56,1,"clerical",2,1,"midwest",65305,"f",1,0,1,"odom_virginia"
924,16009,800,0,2,26711,5,0,4,2300,54.29,0,11289,"low",12713.75,"ny","single",44,1,"mason",0,1,"northeast",59255,"m",1,1,1,"pina_rafael"
25,88499,1400,0,2,105507,6,0,6,1600,58.75,0,10200,"medium",16396.25,"ca","divorced",63,2,"administrative assistant",0,1,"west",72385,"m",1,0,2,"kessler_joesph"
431,586,1000,0,3,1566,2,0,6,0,53.13,0,1100,"medium",17336.5,"ca","single",61,0,"professor",0,1,"west",60946,"m",1,0,2,"farrell_lupe"
25,0,900,1,1,536,4,0,3,12000,53.77,12000,1801,"high",25659.75,"ny","widowed",74,1,"it staff",1,1,"northeast",59039,"f",1,0,1,"orourke_noelia"
925,0,800,0,4,6591,4,0,3,0,53.58,0,720,"medium",19528.25,"ny","single",71,0,"administrative assistant",0,1,"northeast",65713,"m",1,0,2,"dick_sammie"
959,1241,900,2,4,2293,2,0,1,450,53.13,3367,3250,"very high",30435,"mi","divorced",26,3,"publisher",2,1,"midwest",69340,"m",1,0,3,"calvert_leonardo"
25,0,600,0,0,554,0,0,1,0,53.06,0,0,"medium",18670.25,"mi","single",69,1,"software engineer",0,1,"midwest",67081,"m",1,0,4,"blanton_marcus"
5394,36843,500,2,3,54082,5,3,3,5000,55.35,5000,25000,"very high",31828,"ca","widowed",56,3,"waiter/waitress",2,1,"west",60912,"f",1,0,4,"dyson_hwa"
88,0,900,0,2,9354,3,0,1,956,53.21,0,4306,"medium",19154,"ca","single",64,0,"construction laborer",0,1,"west",67016,"m",1,0,2,"robinson_alva"
224,0,600,1,17,898,2,0,3,404,53.12,356,904,"high",29179.25,"nc","single",72,3,"author",1,1,"south",63917,"m",0,1,4,"covington_alfred"
2629,6602,900,2,2,10054,2,0,5,3100,52.97,5000,18300,"very high",31895,"mi","widowed",55,3,"publisher",2,1,"midwest",61580,"f",1,0,4,"beatty_sylvie"
156,0,900,1,3,685,2,0,1,700,52.94,700,0,"high",22377,"ca","married",26,1,"veterinarian",1,1,"west",65108,"m",1,0,1,"escobar_kendall"
25,0,900,0,0,506,0,0,0,0,53.06,0,0,"medium",21309.75,"mi","single",79,0,"prof-48",0,1,"midwest",69639,"m",1,0,2,"browne_billy"
2129,83282,900,1,2,87304,4,0,4,8000,53.6,8000,10049,"high",22252.5,"ny","married",42,1,"prof-9",1,1,"northeast",58210,"m",1,1,1,"garza_micah"
3682,0,800,0,1,4336,3,0,0,0,53.33,0,0,"medium",15062.25,"ny","single",41,0,"administrative assistant",0,1,"northeast",59849,"m",1,0,2,"burkett_man"
3375,0,1500,1,2,3883,5,0,3,371,54.44,1500,1621,"high",25535.75,"nv","married",26,3,"software engineer",1,1,"southwest",69743,"m",0,0,3,"magee_frank"
25,0,900,1,0,508,0,0,1,200,53.06,200,0,"high",25461.25,"mi","single",24,3,"prof-3",1,1,"midwest",70245,"m",0,0,3,"kirkpatrick_jamel"
25,0,1500,1,3,998,4,0,1,300,53.55,2000,1050,"medium",19120.5,"ny","divorced",40,5,"sales representative",1,1,"northeast",70482,"f",1,1,5,"darden_jolie"
7702,0,500,1,2,8868,6,0,4,2800,57.47,10000,15900,"high",22697.5,"ny","married",44,2,"software engineer",1,1,"northeast",65190,"f",1,0,2,"pedersen_lezlie"
461,0,1000,1,0,965,2,0,1,2200,53.15,2200,0,"high",23164,"ny","divorced",44,1,"childcare worker",1,1,"northeast",61056,"m",1,0,1,"cornelius_roberto"
25,0,900,0,4,514,1,0,0,0,53.08,0,0,"medium",20083.5,"ca","single",78,0,"author",0,1,"west",65134,"m",1,0,2,"murillo_teddy"
64,0,500,2,2,1200,3,0,3,1000,53.35,1942,3300,"very high",30615,"ca","divorced",34,3,"clerical",2,1,"west",66860,"m",1,1,3,"haynes_lee"
1428,75491,900,2,2,77470,5,0,4,3300,54.43,4000,9100,"very high",39300,"or","divorced",43,1,"not specified",2,1,"west",66000,"m",0,1,1,"hammond_christoper"
25,0,800,1,0,504,0,1,0,800,53.06,800,0,"high",22263.25,"ca","married",77,4,"accountant",1,1,"west",62253,"m",1,0,4,"barajas_danilo"
996,23030,1300,1,0,24614,4,1,1,3000,53.7,3000,2200,"medium",19492.5,"ny","divorced",38,3,"it staff",1,1,"northeast",58770,"f",1,0,4,"schmitz_laverna"
422,0,900,1,17,9623,4,1,4,1500,53.57,1600,6000,"high",26722.5,"ca","married",54,0,"professor",1,1,"west",61290,"m",1,0,2,"singer_kraig"
25,50375,1000,1,16,57652,5,1,4,1200,55.06,2235,5400,"high",23770.75,"ny","divorced",50,1,"secretary",1,1,"northeast",61083,"m",1,0,1,"mccabe_laurence"
568,0,1500,2,2,634,4,0,2,1287,53.46,2700,6574,"very high",34438.25,"ca","divorced",27,1,"secretary",2,1,"west",72953,"m",1,0,1,"paulson_alejandro"
25,0,700,0,1,1080,2,0,0,0,53.11,0,0,"medium",16697.5,"ca","single",62,3,"author",0,1,"west",59990,"m",0,0,3,"york_omer"
25,0,500,0,13,737,2,0,2,0,53.04,0,450,"low",13691.75,"ca","single",21,3,"programmer/developer",0,1,"west",64367,"m",0,1,3,"stratton_phillip"
18683,0,2400,1,2,20571,5,0,4,750,54.12,1500,2250,"low",0,"ny","married",0,5,"author",1,1,"northeast",52067,"f",1,0,5,"pritchett_bernadine"
25,0,1500,1,2,576,1,2,3,1000,53.08,3500,3000,"medium",19051,"ny","divorced",25,5,"truck driver",1,1,"northeast",76204,"f",1,1,5,"miner_michal"
49,0,900,0,3,973,4,2,1,350,53.48,0,3850,"medium",20938.75,"nc","divorced",49,1,"author",0,1,"south",68155,"f",0,1,2,"bryant_darleen"
3677,0,800,1,17,4265,3,0,1,5000,53.28,4528,14900,"high",26617,"ny","divorced",43,1,"not specified",1,1,"northeast",69268,"m",1,0,4,"riley_graham"
632,0,1300,2,4,3005,2,0,4,1500,52.83,5000,9850,"very high",34857,"mi","widowed",71,6,"it staff",2,1,"midwest",71028,"f",0,1,4,"wesley_lindsay"
585,0,1500,1,1,1109,4,0,4,1000,53.64,5000,6000,"high",27187,"mi","married",47,0,"it staff",1,1,"midwest",61948,"m",1,1,4,"sewell_craig"
12387,0,900,0,16,13433,4,0,4,2585,53.55,0,5735,"medium",16199.75,"ca","single",45,3,"prof-33",0,1,"west",64799,"m",0,0,3,"littlejohn_dwayne"
25,812,4000,2,12,7866,5,0,2,5000,54.04,15000,26600,"very high",39965.75,"nv","other",44,3,"clerical",2,1,"southwest",98263,"f",1,0,4,"welch_renata"
25,0,900,1,4,2793,3,0,0,800,53.28,800,0,"high",27346,"mi","married",50,2,"not specified",1,1,"midwest",61384,"m",0,0,2,"fletcher_lester"
1946,0,2000,1,4,2461,4,0,4,1500,53.52,3100,9200,"high",28664.75,"dc","divorced",49,1,"secretary",1,1,"northeast",81059,"m",1,0,1,"gifford_lucien"
16224,0,1300,2,16,16743,5,0,1,700,54.61,2000,2850,"very high",34438.75,"ca","divorced",45,3,"medical doctor",2,1,"west",59755,"f",0,0,2,"gilchrist_lue"
25,0,900,0,0,506,0,0,0,0,53.06,0,0,"medium",19542.5,"il","single",34,0,"prof-20",0,1,"midwest",60570,"m",0,0,2,"britton_francis"
25,0,500,0,1,720,1,0,0,0,53.08,0,0,"medium",15789.5,"mi","single",42,0,"it staff",0,1,"midwest",62358,"m",1,0,2,"newton_casey"
25,0,5000,1,3,2786,4,8,4,3000,53.46,7000,8400,"very high",33185.75,"ny","married",47,3,"prof-55",1,1,"northeast",109943,"f",1,0,4,"wilkinson_hanna"
25,47429,1300,0,4,50724,5,3,5,3700,55.27,0,22900,"medium",18770.25,"ca","widowed",53,1,"waiter/waitress",0,1,"west",73881,"f",1,0,4,"campbell_mellissa"
25,18166,500,2,18,23765,6,0,5,5000,55.76,10000,15000,"high",26334.5,"fl","married",34,5,"not specified",2,1,"south",61738,"f",1,1,5,"novak_maryetta"
25,45524,1200,2,9,0,5,0,1,1400,55.29,3500,8500,"high",24723.25,"nc","divorced",54,6,"author",2,1,"south",57293,"f",1,0,4,"lyles_kattie"
15469,1570,1100,0,3,22537,7,0,6,5000,61.54,0,24000,"medium",16995.5,"ny","single",47,0,"prof-63",0,1,"northeast",65182,"m",1,1,2,"hall_geraldo"
25,0,500,2,3,1401,5,0,1,750,54.6,2500,2550,"very high",33331.5,"mi","divorced",32,1,"prof-16",2,1,"midwest",66526,"f",1,1,1,"sadler_cortney"
25,0,500,0,4,636,2,0,0,0,53.12,0,0,"medium",16140.75,"ca","single",46,0,"accountant",0,1,"west",62163,"m",1,0,2,"rangel_tommie"
25,0,900,0,3,2254,4,10,1,0,53.69,0,0,"medium",18400.25,"ca","single",59,0,"nurse",0,1,"west",66001,"m",1,0,2,"michael_donald"
25,52355,700,0,9,54100,5,1,1,1333,55,0,2733,"medium",19229,"ny","single",62,0,"nurse",0,1,"northeast",68116,"m",1,0,2,"neal_carlos"
2602,0,1500,2,3,5037,4,1,6,200,53.58,3250,4400,"very high",32990.25,"ca","divorced",54,1,"fireman",2,1,"west",56361,"f",1,0,1,"koenig_gwyn"
25,0,900,0,2,133,1,1,0,0,53.07,0,0,"medium",20090,"ca","single",25,0,"construction laborer",0,1,"west",66360,"m",0,0,2,"dow_deshawn"
25,0,1000,1,0,0,5,1,1,700,54.19,700,0,"medium",16527.5,"ny","married",21,5,"prof-44",1,1,"northeast",67710,"f",1,0,5,"henry_lanelle"
10527,4856,1000,1,2,15397,4,1,2,200,53.81,2000,2300,"medium",19326.75,"ca","divorced",66,6,"prof-2",1,1,"west",70907,"f",1,0,4,"barger_elizabeth"
23093,5079,4000,1,2,29601,5,1,5,5000,54.45,12000,27000,"high",27367.25,"mi","married",47,1,"publisher",1,1,"midwest",76669,"f",1,1,1,"staton_remedios"
25,0,900,1,15,396,3,1,3,1200,53.37,1200,1200,"medium",20302.75,"ny","married",26,3,"prof-62",1,1,"northeast",68811,"m",1,0,3,"shipley_clark"
1155,0,1500,1,18,2098,4,1,1,350,53.4,1800,2150,"high",23683.75,"mi","married",47,3,"school teacher",1,1,"midwest",73935,"m",1,0,3,"page_milo"
136,0,500,1,1,655,5,0,4,900,54.04,8000,6200,"high",22654,"nv","married",37,1,"publisher",1,1,"southwest",61816,"f",1,0,1,"combs_sheilah"
25,0,500,0,4,806,2,1,1,0,53.11,0,0,"medium",16895.5,"fl","single",50,0,"veterinarian",0,1,"south",59582,"m",1,0,4,"harris_stan"
1786,0,700,1,1,2324,2,1,0,1000,53.16,1000,0,"high",27001.5,"ca","married",45,3,"software engineer",1,1,"west",68006,"m",0,0,3,"diamond_dominick"
25,0,700,1,17,476,4,1,3,200,53.68,1100,1100,"medium",19863.25,"ca","married",44,4,"programmer/developer",1,1,"west",65853,"m",1,1,4,"manuel_ahmed"
10040,0,900,1,0,10547,4,1,1,3000,53.51,3000,0,"very high",30498.25,"ut","divorced",33,0,"administrator",1,1,"southwest",64793,"m",0,0,2,"wagner_dirk"
25,0,900,1,2,0,3,1,2,700,53.37,700,500,"medium",20617.5,"mi","married",38,3,"it staff",1,1,"midwest",65270,"f",1,1,3,"billings_aliza"
1241,0,500,1,2,2131,4,1,3,250,53.87,980,1450,"medium",18805.25,"mi","married",30,3,"veterinarian",1,1,"midwest",61221,"m",1,0,3,"summers_hector"
25,0,900,1,16,1190,4,1,1,1265,53.95,1265,1400,"high",23844.75,"ca","married",33,1,"dba",1,1,"west",68179,"m",1,1,1,"hurt_ricky"
3907,0,900,1,3,6320,3,2,1,3000,53.28,3000,0,"high",29031.25,"ny","divorced",51,1,"prof-5",1,1,"northeast",61725,"f",0,0,1,"henry_natisha"
1321,0,800,0,4,1828,2,1,1,1959,53.01,0,4309,"medium",18325.5,"ny","single",49,0,"school teacher",0,1,"northeast",69702,"m",1,0,2,"beltran_emerson"
25,0,1000,1,4,1895,5,2,2,1,54.32,3200,3351,"high",22664.75,"ny","divorced",33,1,"medical doctor",1,1,"northeast",57459,"m",1,1,4,"sadler_mary"
25,0,900,1,0,504,0,1,0,200,53.06,200,0,"very high",30376.75,"ny","single",24,0,"administrative assistant",1,1,"northeast",67907,"m",0,0,2,"mckinney_ryan"
118,0,900,1,3,1347,4,6,2,500,53.92,2200,1550,"medium",21619.25,"ny","divorced",33,1,"first-line manager",1,1,"northeast",59277,"f",1,1,1,"leach_louetta"
94,0,1500,1,5,596,1,1,1,3500,53.08,3500,0,"medium",21303.25,"fl","divorced",35,1,"it staff",1,1,"south",57213,"f",1,0,1,"fields_gilma"
25,0,1200,1,2,4619,4,10,2,900,53.44,3000,4500,"high",29175.75,"mi","divorced",49,1,"publisher",1,1,"midwest",63103,"f",0,0,1,"sosa_maia"
48,0,900,1,12,2835,5,5,5,1545,54.18,1500,5245,"high",27413.75,"ny","married",63,0,"administrative assistant",1,1,"northeast",60455,"m",1,1,2,"durham_grant"
207,0,1000,2,9,246,3,0,1,980,53.24,980,1600,"high",27531,"nc","married",26,3,"waiter/waitress",2,1,"south",57724,"m",1,0,3,"norton_marco"
7467,4315,800,1,2,18785,5,2,2,3000,54.47,6300,14100,"high",25924.75,"mi","widowed",68,1,"author",1,1,"midwest",62499,"f",1,0,1,"collier_eleonor"
19357,0,3000,1,0,20226,5,1,1,1290,54.07,5000,4040,"high",26344.5,"ny","widowed",62,0,"administrative assistant",1,1,"northeast",56578,"m",1,0,2,"alonzo_mason"
25,0,600,1,0,506,0,1,0,500,53.06,500,0,"high",27422.5,"il","single",54,3,"fireman",1,1,"midwest",66090,"m",0,0,3,"acker_wayne"
166,0,500,1,11,277,4,2,6,300,53.54,1600,1500,"high",25243.75,"ca","married",58,1,"medical doctor",1,1,"west",63775,"m",1,0,1,"womack_bob"
1209,0,500,0,7,4401,3,1,1,0,53.32,0,0,"medium",21025.25,"ny","single",49,0,"nurse",0,1,"northeast",60501,"m",0,0,2,"mcintyre_ty"
25,0,1500,1,15,2088,5,2,1,750,55.36,2500,3750,"medium",21276.25,"wa","divorced",26,1,"sales representative",1,1,"west",60705,"f",1,1,1,"martin_easter"
